name,year,selling_price,km_driven,transmission,owner,seats,max_power (in bph),Mileage
Maruti,2006,120000,70000,Manual,Third Owner,5,46.3,19.7
Renault,2017,750000,20171,Automatic,First Owner,5,108.5,19.87
Maruti,2018,470000,30000,Automatic,First Owner,5,67.04,23.1
Maruti,2018,390000,25000,Manual,Second Owner,5,67.04,20.51
Hyundai,2017,780000,28000,Manual,First Owner,5,88.73,22.54
Hyundai,2011,450000,100000,Manual,First Owner,5,126.3,22.32
Ford,2012,260000,194000,Manual,First Owner,5,68.0,20.0
Ford,2018,880000,65000,Manual,First Owner,5,98.96,23.0
Tata,2018,800000,85000,Manual,Second Owner,5,108.5,21.5
Hyundai,2011,450000,128000,Manual,Second Owner,5,126.32,22.32
Hyundai,2012,450000,128000,Manual,Second Owner,5,126.32,22.32
Renault,2013,325000,100000,Manual,Third Owner,5,83.8,20.45
Maruti,2017,425000,12000,Manual,First Owner,5,67.04,23.1
Toyota,2014,425000,50000,Manual,First Owner,5,67.06,23.59
Maruti,2011,200000,73000,Manual,First Owner,5,46.3,19.7
Maruti,2017,360000,80000,Manual,First Owner,5,67.04,20.51
Hyundai,2014,475000,80000,Manual,Second Owner,5,88.73,22.54
